Continent,Location,Date,Population,new_vaccinations,people_vaccinated,(people_vaccinated/population)*100
Asia,Afghanistan,20/02,38928341,,0,0.0000
Asia,Afghanistan,20/02,38928341,,0,0.0000
Asia,Afghanistan,20/02,38928341,,0,0.0000
Asia,Afghanistan,20/02,38928341,,0,0.0000
Asia,Afghanistan,20/02,38928341,,0,0.0000
Asia,Afghanistan,20/02,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/03,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/04,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/05,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/06,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/07,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/08,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/09,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/10,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/11,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,20/12,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/01,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/02,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/03,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/04,38928341,,0,0.0000
Asia,Afghanistan,21/05,38928341,,0,0.0000
Asia,Afghanistan,21/05,38928341,,0,0.0000
Asia,Afghanistan,21/05,38928341,,0,0.0000
Africa,Algeria,20/02,43851043,,0,0.0000
Africa,Algeria,20/02,43851043,,0,0.0000
Africa,Algeria,20/02,43851043,,0,0.0000
Africa,Algeria,20/02,43851043,,0,0.0000
Africa,Algeria,20/02,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/03,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/04,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
Africa,Algeria,20/05,43851043,,0,0.0000
